dteday,season,year,month,hr,holiday,day,weather_situation,casual,registered,count_cr,Kategori,periode
2012-04-14,Summer,2012,Apr,0,0,Saturday,Clear,11,85,96,Weekend,Malam
2012-04-14,Summer,2012,Apr,1,0,Saturday,Clear,10,60,70,Weekend,Malam
2012-04-14,Summer,2012,Apr,2,0,Saturday,Clear,3,53,56,Weekend,Malam
2012-04-14,Summer,2012,Apr,3,0,Saturday,Clear,6,26,32,Weekend,Malam
2012-04-14,Summer,2012,Apr,4,0,Saturday,Clear,5,9,14,Weekend,Malam
2012-04-14,Summer,2012,Apr,5,0,Saturday,Clear,2,5,7,Weekend,Malam
2012-04-14,Summer,2012,Apr,6,0,Saturday,Clear,2,19,21,Weekend,Pagi
2012-04-14,Summer,2012,Apr,7,0,Saturday,Clear,8,56,64,Weekend,Pagi
2012-04-14,Summer,2012,Apr,8,0,Saturday,Clear,24,136,160,Weekend,Pagi
2012-04-14,Summer,2012,Apr,9,0,Saturday,Clear,59,206,265,Weekend,Pagi
2012-04-14,Summer,2012,Apr,10,0,Saturday,Clear,139,267,406,Weekend,Pagi
2012-04-14,Summer,2012,Apr,11,0,Saturday,Clear,207,357,564,Weekend,Pagi
2012-04-14,Summer,2012,Apr,12,0,Saturday,Clear,274,404,678,Weekend,Siang
2012-04-14,Summer,2012,Apr,13,0,Saturday,Clear,308,370,678,Weekend,Siang
2012-04-14,Summer,2012,Apr,14,0,Saturday,Misty,288,372,660,Weekend,Siang
2012-04-14,Summer,2012,Apr,15,0,Saturday,Misty,311,347,658,Weekend,Siang
2012-04-14,Summer,2012,Apr,16,0,Saturday,Misty,253,329,582,Weekend,Sore
2012-04-14,Summer,2012,Apr,17,0,Saturday,Misty,251,309,560,Weekend,Sore
2012-04-14,Summer,2012,Apr,18,0,Saturday,Misty,197,284,481,Weekend,Sore
2012-04-14,Summer,2012,Apr,19,0,Saturday,Misty,163,296,459,Weekend,Malam
2012-04-14,Summer,2012,Apr,20,0,Saturday,Misty,112,209,321,Weekend,Malam
2012-04-14,Summer,2012,Apr,21,0,Saturday,Misty,53,167,220,Weekend,Malam
2012-04-14,Summer,2012,Apr,22,0,Saturday,Misty,64,148,212,Weekend,Malam
2012-04-14,Summer,2012,Apr,23,0,Saturday,Misty,45,151,196,Weekend,Malam
2012-04-15,Summer,2012,Apr,0,0,Sunday,Misty,30,94,124,Weekend,Malam
2012-04-15,Summer,2012,Apr,1,0,Sunday,Misty,17,89,106,Weekend,Malam
2012-04-15,Summer,2012,Apr,2,0,Sunday,Misty,20,54,74,Weekend,Malam
2012-04-15,Summer,2012,Apr,3,0,Sunday,Misty,18,27,45,Weekend,Malam
2012-04-15,Summer,2012,Apr,4,0,Sunday,Misty,2,10,12,Weekend,Malam
2012-04-15,Summer,2012,Apr,5,0,Sunday,Clear,4,6,10,Weekend,Malam
2012-04-15,Summer,2012,Apr,6,0,Sunday,Clear,5,11,16,Weekend,Pagi
2012-04-15,Summer,2012,Apr,7,0,Sunday,Clear,16,30,46,Weekend,Pagi
2012-04-15,Summer,2012,Apr,8,0,Sunday,Clear,33,64,97,Weekend,Pagi
2012-04-15,Summer,2012,Apr,9,0,Sunday,Clear,97,154,251,Weekend,Pagi
2012-04-15,Summer,2012,Apr,10,0,Sunday,Clear,186,235,421,Weekend,Pagi
2012-04-15,Summer,2012,Apr,11,0,Sunday,Clear,227,301,528,Weekend,Pagi
2012-04-15,Summer,2012,Apr,12,0,Sunday,Clear,275,360,635,Weekend,Siang
2012-04-15,Summer,2012,Apr,13,0,Sunday,Clear,298,383,681,Weekend,Siang
2012-04-15,Summer,2012,Apr,14,0,Sunday,Clear,282,346,628,Weekend,Siang
2012-04-15,Summer,2012,Apr,15,0,Sunday,Clear,266,351,617,Weekend,Siang
2012-04-15,Summer,2012,Apr,16,0,Sunday,Clear,286,330,616,Weekend,Sore
2012-04-15,Summer,2012,Apr,17,0,Sunday,Clear,262,361,623,Weekend,Sore
2012-04-15,Summer,2012,Apr,18,0,Sunday,Clear,184,295,479,Weekend,Sore
2012-04-15,Summer,2012,Apr,19,0,Sunday,Clear,114,265,379,Weekend,Malam
2012-04-15,Summer,2012,Apr,20,0,Sunday,Clear,86,205,291,Weekend,Malam
2012-04-15,Summer,2012,Apr,21,0,Sunday,Clear,76,153,229,Weekend,Malam
2012-04-15,Summer,2012,Apr,22,0,Sunday,Clear,37,97,134,Weekend,Malam
2012-04-15,Summer,2012,Apr,23,0,Sunday,Clear,25,65,90,Weekend,Malam
2012-04-16,Summer,2012,Apr,0,1,Monday,Clear,15,26,41,Weekdays,Malam
2012-04-16,Summer,2012,Apr,1,1,Monday,Clear,7,21,28,Weekdays,Malam
2012-04-16,Summer,2012,Apr,2,1,Monday,Clear,5,9,14,Weekdays,Malam
2012-04-16,Summer,2012,Apr,3,1,Monday,Clear,3,5,8,Weekdays,Malam
2012-04-16,Summer,2012,Apr,4,1,Monday,Clear,0,6,6,Weekdays,Malam
2012-04-16,Summer,2012,Apr,5,1,Monday,Clear,4,34,38,Weekdays,Malam
2012-04-16,Summer,2012,Apr,6,1,Monday,Clear,10,123,133,Weekdays,Pagi
2012-04-16,Summer,2012,Apr,7,1,Monday,Clear,20,367,387,Weekdays,Pagi
2012-04-16,Summer,2012,Apr,8,1,Monday,Misty,48,549,597,Weekdays,Pagi
2012-04-16,Summer,2012,Apr,9,1,Monday,Clear,59,238,297,Weekdays,Pagi
2012-04-16,Summer,2012,Apr,10,1,Monday,Clear,75,149,224,Weekdays,Pagi
2012-04-16,Summer,2012,Apr,11,1,Monday,Clear,115,136,251,Weekdays,Pagi
2012-04-16,Summer,2012,Apr,12,1,Monday,Clear,75,196,271,Weekdays,Siang
2012-04-16,Summer,2012,Apr,13,1,Monday,Clear,79,184,263,Weekdays,Siang
2012-04-16,Summer,2012,Apr,14,1,Monday,Clear,105,183,288,Weekdays,Siang
2012-04-16,Summer,2012,Apr,15,1,Monday,Clear,81,194,275,Weekdays,Siang
2012-04-16,Summer,2012,Apr,16,1,Monday,Clear,92,266,358,Weekdays,Sore
2012-04-16,Summer,2012,Apr,17,1,Monday,Clear,111,601,712,Weekdays,Sore
2012-04-16,Summer,2012,Apr,18,1,Monday,Clear,87,589,676,Weekdays,Sore
2012-04-16,Summer,2012,Apr,19,1,Monday,Clear,61,461,522,Weekdays,Malam
2012-04-16,Summer,2012,Apr,20,1,Monday,Clear,48,327,375,Weekdays,Malam
2012-04-16,Summer,2012,Apr,21,1,Monday,Clear,39,232,271,Weekdays,Malam
2012-04-16,Summer,2012,Apr,22,1,Monday,Clear,35,179,214,Weekdays,Malam
2012-04-16,Summer,2012,Apr,23,1,Monday,Clear,24,97,121,Weekdays,Malam
2012-04-17,Summer,2012,Apr,0,0,Tuesday,Clear,10,33,43,Weekdays,Malam
2012-04-17,Summer,2012,Apr,1,0,Tuesday,Clear,6,5,11,Weekdays,Malam
2012-04-17,Summer,2012,Apr,2,0,Tuesday,Clear,1,3,4,Weekdays,Malam
2012-04-17,Summer,2012,Apr,3,0,Tuesday,Clear,0,6,6,Weekdays,Malam
2012-04-17,Summer,2012,Apr,4,0,Tuesday,Clear,3,6,9,Weekdays,Malam
2012-04-17,Summer,2012,Apr,5,0,Tuesday,Clear,1,29,30,Weekdays,Malam
2012-04-17,Summer,2012,Apr,6,0,Tuesday,Clear,8,136,144,Weekdays,Pagi
2012-04-17,Summer,2012,Apr,7,0,Tuesday,Clear,18,443,461,Weekdays,Pagi
2012-04-17,Summer,2012,Apr,8,0,Tuesday,Clear,42,631,673,Weekdays,Pagi
2012-04-17,Summer,2012,Apr,9,0,Tuesday,Clear,71,329,400,Weekdays,Pagi
2012-04-17,Summer,2012,Apr,10,0,Tuesday,Clear,52,165,217,Weekdays,Pagi
2012-04-17,Summer,2012,Apr,11,0,Tuesday,Clear,65,174,239,Weekdays,Pagi
2012-04-17,Summer,2012,Apr,12,0,Tuesday,Clear,65,179,244,Weekdays,Siang
2012-04-17,Summer,2012,Apr,13,0,Tuesday,Clear,52,187,239,Weekdays,Siang
2012-04-17,Summer,2012,Apr,14,0,Tuesday,Clear,59,198,257,Weekdays,Siang
2012-04-17,Summer,2012,Apr,15,0,Tuesday,Clear,91,217,308,Weekdays,Siang
2012-04-17,Summer,2012,Apr,16,0,Tuesday,Clear,50,320,370,Weekdays,Sore
2012-04-17,Summer,2012,Apr,17,0,Tuesday,Clear,108,673,781,Weekdays,Sore
2012-04-17,Summer,2012,Apr,18,0,Tuesday,Clear,105,670,775,Weekdays,Sore
2012-04-17,Summer,2012,Apr,19,0,Tuesday,Clear,73,464,537,Weekdays,Malam
2012-04-17,Summer,2012,Apr,20,0,Tuesday,Clear,44,358,402,Weekdays,Malam
2012-04-17,Summer,2012,Apr,21,0,Tuesday,Clear,37,260,297,Weekdays,Malam
2012-04-17,Summer,2012,Apr,22,0,Tuesday,Clear,18,144,162,Weekdays,Malam
2012-04-17,Summer,2012,Apr,23,0,Tuesday,Clear,10,72,82,Weekdays,Malam
2012-04-18,Summer,2012,Apr,0,0,Wednesday,Clear,3,35,38,Weekdays,Malam
2012-04-18,Summer,2012,Apr,1,0,Wednesday,Clear,1,13,14,Weekdays,Malam
2012-04-18,Summer,2012,Apr,2,0,Wednesday,Misty,1,8,9,Weekdays,Malam
2012-04-18,Summer,2012,Apr,3,0,Wednesday,Misty,0,6,6,Weekdays,Malam
2012-04-18,Summer,2012,Apr,4,0,Wednesday,Misty,0,7,7,Weekdays,Malam
2012-04-18,Summer,2012,Apr,5,0,Wednesday,Misty,0,34,34,Weekdays,Malam
2012-04-18,Summer,2012,Apr,6,0,Wednesday,Misty,6,128,134,Weekdays,Pagi
2012-04-18,Summer,2012,Apr,7,0,Wednesday,Misty,10,408,418,Weekdays,Pagi
2012-04-18,Summer,2012,Apr,8,0,Wednesday,Light_rainsnow,25,551,576,Weekdays,Pagi
2012-04-18,Summer,2012,Apr,9,0,Wednesday,Light_rainsnow,20,245,265,Weekdays,Pagi
2012-04-18,Summer,2012,Apr,10,0,Wednesday,Light_rainsnow,31,116,147,Weekdays,Pagi
2012-04-18,Summer,2012,Apr,11,0,Wednesday,Light_rainsnow,14,105,119,Weekdays,Pagi
2012-04-18,Summer,2012,Apr,12,0,Wednesday,Light_rainsnow,15,95,110,Weekdays,Siang
2012-04-18,Summer,2012,Apr,13,0,Wednesday,Light_rainsnow,13,51,64,Weekdays,Siang
2012-04-18,Summer,2012,Apr,14,0,Wednesday,Light_rainsnow,8,43,51,Weekdays,Siang
2012-04-18,Summer,2012,Apr,15,0,Wednesday,Light_rainsnow,10,88,98,Weekdays,Siang
2012-04-18,Summer,2012,Apr,16,0,Wednesday,Misty,36,199,235,Weekdays,Sore
2012-04-18,Summer,2012,Apr,17,0,Wednesday,Misty,46,442,488,Weekdays,Sore
2012-04-18,Summer,2012,Apr,18,0,Wednesday,Misty,27,478,505,Weekdays,Sore
2012-04-18,Summer,2012,Apr,19,0,Wednesday,Misty,26,342,368,Weekdays,Malam
2012-04-18,Summer,2012,Apr,20,0,Wednesday,Misty,8,252,260,Weekdays,Malam
2012-04-18,Summer,2012,Apr,21,0,Wednesday,Misty,24,165,189,Weekdays,Malam
2012-04-18,Summer,2012,Apr,22,0,Wednesday,Misty,9,153,162,Weekdays,Malam
2012-04-18,Summer,2012,Apr,23,0,Wednesday,Misty,14,56,70,Weekdays,Malam
2012-04-19,Summer,2012,Apr,0,0,Thursday,Light_rainsnow,5,20,25,Weekdays,Malam
2012-04-19,Summer,2012,Apr,1,0,Thursday,Light_rainsnow,2,11,13,Weekdays,Malam
2012-04-19,Summer,2012,Apr,2,0,Thursday,Misty,2,4,6,Weekdays,Malam
2012-04-19,Summer,2012,Apr,3,0,Thursday,Misty,1,3,4,Weekdays,Malam
2012-04-19,Summer,2012,Apr,4,0,Thursday,Misty,0,4,4,Weekdays,Malam
2012-04-19,Summer,2012,Apr,5,0,Thursday,Clear,0,30,30,Weekdays,Malam
2012-04-19,Summer,2012,Apr,6,0,Thursday,Misty,4,116,120,Weekdays,Pagi
2012-04-19,Summer,2012,Apr,7,0,Thursday,Misty,15,391,406,Weekdays,Pagi
2012-04-19,Summer,2012,Apr,8,0,Thursday,Misty,26,651,677,Weekdays,Pagi
2012-04-19,Summer,2012,Apr,9,0,Thursday,Misty,31,270,301,Weekdays,Pagi
2012-04-19,Summer,2012,Apr,10,0,Thursday,Clear,46,143,189,Weekdays,Pagi
2012-04-19,Summer,2012,Apr,11,0,Thursday,Clear,46,183,229,Weekdays,Pagi
2012-04-19,Summer,2012,Apr,12,0,Thursday,Clear,51,213,264,Weekdays,Siang
2012-04-19,Summer,2012,Apr,13,0,Thursday,Clear,52,186,238,Weekdays,Siang
2012-04-19,Summer,2012,Apr,14,0,Thursday,Clear,54,183,237,Weekdays,Siang
2012-04-19,Summer,2012,Apr,15,0,Thursday,Clear,66,196,262,Weekdays,Siang
2012-04-19,Summer,2012,Apr,16,0,Thursday,Clear,63,324,387,Weekdays,Sore
2012-04-19,Summer,2012,Apr,17,0,Thursday,Clear,85,663,748,Weekdays,Sore
2012-04-19,Summer,2012,Apr,18,0,Thursday,Clear,99,677,776,Weekdays,Sore
2012-04-19,Summer,2012,Apr,19,0,Thursday,Clear,70,516,586,Weekdays,Malam
2012-04-19,Summer,2012,Apr,20,0,Thursday,Clear,52,352,404,Weekdays,Malam
2012-04-19,Summer,2012,Apr,21,0,Thursday,Clear,27,240,267,Weekdays,Malam
2012-04-19,Summer,2012,Apr,22,0,Thursday,Clear,29,219,248,Weekdays,Malam
2012-04-19,Summer,2012,Apr,23,0,Thursday,Clear,20,124,144,Weekdays,Malam
2012-04-20,Summer,2012,Apr,0,0,Friday,Clear,5,59,64,Weekdays,Malam
2012-04-20,Summer,2012,Apr,1,0,Friday,Clear,3,22,25,Weekdays,Malam
2012-04-20,Summer,2012,Apr,2,0,Friday,Clear,3,18,21,Weekdays,Malam
2012-04-20,Summer,2012,Apr,3,0,Friday,Clear,1,9,10,Weekdays,Malam
2012-04-20,Summer,2012,Apr,4,0,Friday,Clear,0,3,3,Weekdays,Malam
2012-04-20,Summer,2012,Apr,5,0,Friday,Clear,1,24,25,Weekdays,Malam
2012-04-20,Summer,2012,Apr,6,0,Friday,Clear,8,105,113,Weekdays,Pagi
2012-04-20,Summer,2012,Apr,7,0,Friday,Clear,9,350,359,Weekdays,Pagi
2012-04-20,Summer,2012,Apr,8,0,Friday,Clear,32,668,700,Weekdays,Pagi
2012-04-20,Summer,2012,Apr,9,0,Friday,Clear,30,329,359,Weekdays,Pagi
2012-04-20,Summer,2012,Apr,10,0,Friday,Clear,67,170,237,Weekdays,Pagi
2012-04-20,Summer,2012,Apr,11,0,Friday,Clear,64,190,254,Weekdays,Pagi
2012-04-20,Summer,2012,Apr,12,0,Friday,Clear,102,260,362,Weekdays,Siang
2012-04-20,Summer,2012,Apr,13,0,Friday,Clear,105,276,381,Weekdays,Siang
2012-04-20,Summer,2012,Apr,14,0,Friday,Clear,156,238,394,Weekdays,Siang
2012-04-20,Summer,2012,Apr,15,0,Friday,Clear,145,262,407,Weekdays,Siang
2012-04-20,Summer,2012,Apr,16,0,Friday,Clear,151,429,580,Weekdays,Sore
2012-04-20,Summer,2012,Apr,17,0,Friday,Clear,122,697,819,Weekdays,Sore
2012-04-20,Summer,2012,Apr,18,0,Friday,Clear,110,558,668,Weekdays,Sore
2012-04-20,Summer,2012,Apr,19,0,Friday,Clear,82,410,492,Weekdays,Malam
2012-04-20,Summer,2012,Apr,20,0,Friday,Clear,52,289,341,Weekdays,Malam
2012-04-20,Summer,2012,Apr,21,0,Friday,Clear,35,252,287,Weekdays,Malam
2012-04-20,Summer,2012,Apr,22,0,Friday,Clear,26,176,202,Weekdays,Malam
2012-04-20,Summer,2012,Apr,23,0,Friday,Clear,31,156,187,Weekdays,Malam
2012-04-21,Summer,2012,Apr,0,0,Saturday,Clear,31,111,142,Weekend,Malam
2012-04-21,Summer,2012,Apr,1,0,Saturday,Clear,24,64,88,Weekend,Malam
2012-04-21,Summer,2012,Apr,2,0,Saturday,Clear,12,69,81,Weekend,Malam
2012-04-21,Summer,2012,Apr,3,0,Saturday,Clear,4,25,29,Weekend,Malam
2012-04-21,Summer,2012,Apr,4,0,Saturday,Clear,0,9,9,Weekend,Malam
2012-04-21,Summer,2012,Apr,5,0,Saturday,Clear,0,1,1,Weekend,Malam
2012-04-21,Summer,2012,Apr,6,0,Saturday,Clear,10,21,31,Weekend,Pagi
2012-04-21,Summer,2012,Apr,7,0,Saturday,Clear,21,55,76,Weekend,Pagi
2012-04-21,Summer,2012,Apr,8,0,Saturday,Clear,52,149,201,Weekend,Pagi
2012-04-21,Summer,2012,Apr,9,0,Saturday,Clear,115,216,331,Weekend,Pagi
2012-04-21,Summer,2012,Apr,10,0,Saturday,Clear,183,299,482,Weekend,Pagi
2012-04-21,Summer,2012,Apr,11,0,Saturday,Clear,260,348,608,Weekend,Pagi
2012-04-21,Summer,2012,Apr,12,0,Saturday,Clear,262,378,640,Weekend,Siang
2012-04-21,Summer,2012,Apr,13,0,Saturday,Clear,291,358,649,Weekend,Siang
2012-04-21,Summer,2012,Apr,14,0,Saturday,Clear,278,331,609,Weekend,Siang
2012-04-21,Summer,2012,Apr,15,0,Saturday,Clear,267,361,628,Weekend,Siang
2012-04-21,Summer,2012,Apr,16,0,Saturday,Clear,267,372,639,Weekend,Sore
2012-04-21,Summer,2012,Apr,17,0,Saturday,Misty,259,309,568,Weekend,Sore
2012-04-21,Summer,2012,Apr,18,0,Saturday,Misty,133,283,416,Weekend,Sore
2012-04-21,Summer,2012,Apr,19,0,Saturday,Light_rainsnow,9,45,54,Weekend,Malam
2012-04-21,Summer,2012,Apr,20,0,Saturday,Light_rainsnow,5,34,39,Weekend,Malam
2012-04-21,Summer,2012,Apr,21,0,Saturday,Light_rainsnow,20,82,102,Weekend,Malam
2012-04-21,Summer,2012,Apr,22,0,Saturday,Clear,20,90,110,Weekend,Malam
2012-04-21,Summer,2012,Apr,23,0,Saturday,Misty,18,73,91,Weekend,Malam
2012-04-22,Summer,2012,Apr,0,0,Sunday,Misty,32,85,117,Weekend,Malam
2012-04-22,Summer,2012,Apr,1,0,Sunday,Misty,10,63,73,Weekend,Malam
2012-04-22,Summer,2012,Apr,2,0,Sunday,Clear,7,49,56,Weekend,Malam
2012-04-22,Summer,2012,Apr,3,0,Sunday,Misty,7,33,40,Weekend,Malam
2012-04-22,Summer,2012,Apr,4,0,Sunday,Misty,0,7,7,Weekend,Malam
2012-04-22,Summer,2012,Apr,5,0,Sunday,Misty,0,6,6,Weekend,Malam
2012-04-22,Summer,2012,Apr,6,0,Sunday,Misty,6,6,12,Weekend,Pagi
2012-04-22,Summer,2012,Apr,7,0,Sunday,Light_rainsnow,2,22,24,Weekend,Pagi
2012-04-22,Summer,2012,Apr,8,0,Sunday,Light_rainsnow,8,43,51,Weekend,Pagi
2012-04-22,Summer,2012,Apr,9,0,Sunday,Light_rainsnow,8,71,79,Weekend,Pagi
2012-04-22,Summer,2012,Apr,10,0,Sunday,Light_rainsnow,11,57,68,Weekend,Pagi
2012-04-22,Summer,2012,Apr,11,0,Sunday,Light_rainsnow,7,70,77,Weekend,Pagi
2012-04-22,Summer,2012,Apr,12,0,Sunday,Light_rainsnow,5,56,61,Weekend,Siang
2012-04-22,Summer,2012,Apr,13,0,Sunday,Light_rainsnow,5,47,52,Weekend,Siang
2012-04-22,Summer,2012,Apr,14,0,Sunday,Light_rainsnow,3,50,53,Weekend,Siang
2012-04-22,Summer,2012,Apr,15,0,Sunday,Light_rainsnow,0,38,38,Weekend,Siang
2012-04-22,Summer,2012,Apr,16,0,Sunday,Light_rainsnow,4,32,36,Weekend,Sore
2012-04-22,Summer,2012,Apr,17,0,Sunday,Light_rainsnow,2,25,27,Weekend,Sore
2012-04-22,Summer,2012,Apr,18,0,Sunday,Light_rainsnow,1,38,39,Weekend,Sore
2012-04-22,Summer,2012,Apr,19,0,Sunday,Light_rainsnow,1,34,35,Weekend,Malam
2012-04-22,Summer,2012,Apr,20,0,Sunday,Light_rainsnow,1,34,35,Weekend,Malam
2012-04-22,Summer,2012,Apr,21,0,Sunday,Light_rainsnow,0,11,11,Weekend,Malam
2012-04-22,Summer,2012,Apr,22,0,Sunday,Light_rainsnow,0,13,13,Weekend,Malam
2012-04-22,Summer,2012,Apr,23,0,Sunday,Light_rainsnow,0,17,17,Weekend,Malam
2012-04-23,Summer,2012,Apr,0,0,Monday,Light_rainsnow,0,6,6,Weekdays,Malam
2012-04-23,Summer,2012,Apr,1,0,Monday,Light_rainsnow,1,1,2,Weekdays,Malam
2012-04-23,Summer,2012,Apr,2,0,Monday,Misty,1,3,4,Weekdays,Malam
2012-04-23,Summer,2012,Apr,3,0,Monday,Misty,0,1,1,Weekdays,Malam
2012-04-23,Summer,2012,Apr,4,0,Monday,Light_rainsnow,0,3,3,Weekdays,Malam
2012-04-23,Summer,2012,Apr,5,0,Monday,Light_rainsnow,0,14,14,Weekdays,Malam
2012-04-23,Summer,2012,Apr,6,0,Monday,Misty,2,43,45,Weekdays,Pagi
2012-04-23,Summer,2012,Apr,7,0,Monday,Light_rainsnow,1,206,207,Weekdays,Pagi
2012-04-23,Summer,2012,Apr,8,0,Monday,Misty,11,471,482,Weekdays,Pagi
2012-04-23,Summer,2012,Apr,9,0,Monday,Misty,17,255,272,Weekdays,Pagi
2012-04-23,Summer,2012,Apr,10,0,Monday,Misty,12,88,100,Weekdays,Pagi
2012-04-23,Summer,2012,Apr,11,0,Monday,Misty,10,91,101,Weekdays,Pagi
2012-04-23,Summer,2012,Apr,12,0,Monday,Light_rainsnow,12,117,129,Weekdays,Siang
2012-04-23,Summer,2012,Apr,13,0,Monday,Light_rainsnow,9,98,107,Weekdays,Siang
2012-04-23,Summer,2012,Apr,14,0,Monday,Light_rainsnow,12,102,114,Weekdays,Siang
2012-04-23,Summer,2012,Apr,15,0,Monday,Misty,11,101,112,Weekdays,Siang
2012-04-23,Summer,2012,Apr,16,0,Monday,Light_rainsnow,10,93,103,Weekdays,Sore
2012-04-23,Summer,2012,Apr,17,0,Monday,Light_rainsnow,13,219,232,Weekdays,Sore
2012-04-23,Summer,2012,Apr,18,0,Monday,Light_rainsnow,10,369,379,Weekdays,Sore
2012-04-23,Summer,2012,Apr,19,0,Monday,Misty,11,287,298,Weekdays,Malam
2012-04-23,Summer,2012,Apr,20,0,Monday,Misty,17,186,203,Weekdays,Malam
2012-04-23,Summer,2012,Apr,21,0,Monday,Misty,7,145,152,Weekdays,Malam
2012-04-23,Summer,2012,Apr,22,0,Monday,Clear,18,71,89,Weekdays,Malam
2012-04-23,Summer,2012,Apr,23,0,Monday,Clear,10,49,59,Weekdays,Malam
2012-04-24,Summer,2012,Apr,0,0,Tuesday,Misty,0,13,13,Weekdays,Malam
2012-04-24,Summer,2012,Apr,1,0,Tuesday,Misty,1,6,7,Weekdays,Malam
2012-04-24,Summer,2012,Apr,2,0,Tuesday,Clear,0,3,3,Weekdays,Malam
2012-04-24,Summer,2012,Apr,3,0,Tuesday,Clear,0,2,2,Weekdays,Malam
2012-04-24,Summer,2012,Apr,4,0,Tuesday,Clear,0,3,3,Weekdays,Malam
2012-04-24,Summer,2012,Apr,5,0,Tuesday,Clear,0,22,22,Weekdays,Malam
2012-04-24,Summer,2012,Apr,6,0,Tuesday,Clear,3,117,120,Weekdays,Pagi
2012-04-24,Summer,2012,Apr,7,0,Tuesday,Clear,3,387,390,Weekdays,Pagi
2012-04-24,Summer,2012,Apr,8,0,Tuesday,Clear,12,599,611,Weekdays,Pagi
2012-04-24,Summer,2012,Apr,9,0,Tuesday,Clear,6,302,308,Weekdays,Pagi
2012-04-24,Summer,2012,Apr,10,0,Tuesday,Clear,33,129,162,Weekdays,Pagi
2012-04-24,Summer,2012,Apr,11,0,Tuesday,Clear,27,157,184,Weekdays,Pagi
2012-04-24,Summer,2012,Apr,12,0,Tuesday,Clear,36,188,224,Weekdays,Siang
2012-04-24,Summer,2012,Apr,13,0,Tuesday,Clear,35,189,224,Weekdays,Siang
2012-04-24,Summer,2012,Apr,14,0,Tuesday,Clear,50,166,216,Weekdays,Siang
2012-04-24,Summer,2012,Apr,15,0,Tuesday,Clear,60,176,236,Weekdays,Siang
2012-04-24,Summer,2012,Apr,16,0,Tuesday,Clear,54,308,362,Weekdays,Sore
2012-04-24,Summer,2012,Apr,17,0,Tuesday,Clear,72,619,691,Weekdays,Sore
2012-04-24,Summer,2012,Apr,18,0,Tuesday,Clear,52,580,632,Weekdays,Sore
2012-04-24,Summer,2012,Apr,19,0,Tuesday,Clear,33,449,482,Weekdays,Malam
2012-04-24,Summer,2012,Apr,20,0,Tuesday,Clear,16,269,285,Weekdays,Malam
2012-04-24,Summer,2012,Apr,21,0,Tuesday,Misty,13,213,226,Weekdays,Malam
2012-04-24,Summer,2012,Apr,22,0,Tuesday,Clear,8,149,157,Weekdays,Malam
2012-04-24,Summer,2012,Apr,23,0,Tuesday,Clear,4,69,73,Weekdays,Malam
2012-04-25,Summer,2012,Apr,0,0,Wednesday,Clear,13,23,36,Weekdays,Malam
2012-04-25,Summer,2012,Apr,1,0,Wednesday,Clear,8,17,25,Weekdays,Malam
2012-04-25,Summer,2012,Apr,2,0,Wednesday,Clear,1,6,7,Weekdays,Malam
2012-04-25,Summer,2012,Apr,3,0,Wednesday,Clear,0,3,3,Weekdays,Malam
2012-04-25,Summer,2012,Apr,4,0,Wednesday,Clear,0,6,6,Weekdays,Malam
2012-04-25,Summer,2012,Apr,5,0,Wednesday,Clear,0,24,24,Weekdays,Malam
2012-04-25,Summer,2012,Apr,6,0,Wednesday,Clear,3,103,106,Weekdays,Pagi
2012-04-25,Summer,2012,Apr,7,0,Wednesday,Clear,13,376,389,Weekdays,Pagi
2012-04-25,Summer,2012,Apr,8,0,Wednesday,Clear,20,634,654,Weekdays,Pagi
2012-04-25,Summer,2012,Apr,9,0,Wednesday,Clear,33,288,321,Weekdays,Pagi
2012-04-25,Summer,2012,Apr,10,0,Wednesday,Clear,44,138,182,Weekdays,Pagi
2012-04-25,Summer,2012,Apr,11,0,Wednesday,Clear,42,177,219,Weekdays,Pagi
2012-04-25,Summer,2012,Apr,12,0,Wednesday,Clear,49,220,269,Weekdays,Siang
2012-04-25,Summer,2012,Apr,13,0,Wednesday,Clear,35,193,228,Weekdays,Siang
2012-04-25,Summer,2012,Apr,14,0,Wednesday,Clear,47,176,223,Weekdays,Siang
2012-04-25,Summer,2012,Apr,15,0,Wednesday,Clear,47,182,229,Weekdays,Siang
2012-04-25,Summer,2012,Apr,16,0,Wednesday,Clear,49,327,376,Weekdays,Sore
2012-04-25,Summer,2012,Apr,17,0,Wednesday,Clear,68,664,732,Weekdays,Sore
2012-04-25,Summer,2012,Apr,18,0,Wednesday,Clear,60,649,709,Weekdays,Sore
2012-04-25,Summer,2012,Apr,19,0,Wednesday,Clear,42,501,543,Weekdays,Malam
2012-04-25,Summer,2012,Apr,20,0,Wednesday,Clear,22,358,380,Weekdays,Malam
2012-04-25,Summer,2012,Apr,21,0,Wednesday,Clear,27,212,239,Weekdays,Malam
2012-04-25,Summer,2012,Apr,22,0,Wednesday,Clear,22,170,192,Weekdays,Malam
2012-04-25,Summer,2012,Apr,23,0,Wednesday,Misty,10,94,104,Weekdays,Malam
2012-04-26,Summer,2012,Apr,0,0,Thursday,Misty,1,42,43,Weekdays,Malam
2012-04-26,Summer,2012,Apr,1,0,Thursday,Misty,1,22,23,Weekdays,Malam
2012-04-26,Summer,2012,Apr,2,0,Thursday,Misty,3,10,13,Weekdays,Malam
2012-04-26,Summer,2012,Apr,3,0,Thursday,Misty,1,5,6,Weekdays,Malam
